jd_tt,year,month,day,date_julian_cal,weekday,gamma,geo_sep_deg,delta_t_central_s,delta_t_sigma_s,Armagh_mag_central,Armagh_alt_central,Armagh_ut_central,Armagh_mag_max_over_dt,Armagh_mag_min_over_dt,Iona_mag_central,Iona_alt_central,Iona_ut_central,Iona_mag_max_over_dt,Iona_mag_min_over_dt,Clonmacnoise_mag_central,Clonmacnoise_alt_central,Clonmacnoise_ut_central,Clonmacnoise_mag_max_over_dt,Clonmacnoise_mag_min_over_dt,Bangor_mag_central,Bangor_alt_central,Bangor_ut_central,Bangor_mag_max_over_dt,Bangor_mag_min_over_dt,Jarrow_mag_central,Jarrow_alt_central,Jarrow_ut_central,Jarrow_mag_max_over_dt,Jarrow_mag_min_over_dt,Rome_mag_central,Rome_alt_central,Rome_ut_central,Rome_mag_max_over_dt,Rome_mag_min_over_dt,Constantinople_mag_central,Constantinople_alt_central,Constantinople_ut_central,Constantinople_mag_max_over_dt,Constantinople_mag_min_over_dt,Alexandria_mag_central,Alexandria_alt_central,Alexandria_ut_central,Alexandria_mag_max_over_dt,Alexandria_mag_min_over_dt,irish_mag_central,irish_mag_max_over_dt,irish_mag_min_over_dt
2123849.41602,1102,10,13,1102-10-13,1,0.765,0.7328,1215.7,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2123996.73651,1103,3,10,1103-03-10,2,1.2464,1.2515,1212.1,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.2776,1.2,04:26,0.2778,0.2771,0.0886,-0.4,04:12,0.0894,0.0849,0.0,0.0,0.0
2124026.13328,1103,4,8,1103-04-08,3,-1.3889,1.3615,1212.1,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2124173.94303,1103,9,3,1103-09-03,4,-1.4095,1.2664,1212.1,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2124203.63726,1103,10,3,1103-10-03,6,1.532,1.3951,1212.1,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2124351.40743,1104,2,27,1104-02-27,6,0.5381,0.5492,1208.6,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2124527.95163,1104,8,22,1104-08-22,1,-0.6773,0.6148,1208.6,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2124706.04347,1105,2,16,1105-02-16,4,-0.1595,0.1581,1205.0,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0553,17.6,14:24,0.0666,0.0438,0.0,0.0,0.0
2124882.17519,1105,8,11,1105-08-11,5,0.0984,0.0937,1205.0,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2125060.457,1106,2,5,1106-02-05,1,-0.9104,0.8538,1201.5,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2125236.70217,1106,8,1,1106-08-01,3,0.8347,0.8365,1201.5,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.4364,-0.6,03:05,0.4404,0.4259,0.019,-0.8,03:19,0.0502,0.0,0.0,0.0,0.0
2125384.76571,1106,12,27,1106-12-27,4,1.4022,1.2573,1201.5,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2125562.11503,1107,6,22,1107-06-22,6,-0.9721,0.9828,1197.9,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2125591.40088,1107,7,21,1107-07-21,0,1.5286,1.5595,1197.9,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2125738.78447,1107,12,16,1107-12-16,1,0.6997,0.6456,1197.9,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.553,-0.9,05:27,0.6119,0.4694,0.5569,-0.8,04:57,0.5759,0.5218,0.0,0.0,0.0
2125916.71465,1108,6,11,1108-06-11,4,-0.2365,0.2286,1194.4,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2126093.0848,1108,12,4,1108-12-04,5,-0.0246,0.024,1194.4,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2126271.03718,1109,5,31,1109-05-31,1,0.5595,0.5132,1190.9,15.0,0.8681,58.0,12:55,0.8732,0.8635,0.9192,56.0,12:55,0.9238,0.9149,0.8473,59.3,12:51,0.853,0.8419,0.8728,57.6,12:55,0.8775,0.8685,0.8687,56.0,13:03,0.872,0.8658,0.4912,54.0,13:33,0.4942,0.4889,0.5426,36.8,14:01,0.551,0.5343,0.2815,32.5,14:15,0.2922,0.271,0.9192,0.9238,0.9149
2126447.65,1109,11,24,1109-11-24,3,-0.6969,0.7084,1190.9,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2126595.4638,1110,4,20,1110-04-20,3,-1.5308,1.3817,1187.4,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2126625.0988,1110,5,20,1110-05-20,5,1.3365,1.1984,1187.4,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2126772.8593,1110,10,15,1110-10-15,6,1.3302,1.3236,1187.4,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2126802.30709,1110,11,13,1110-11-13,0,-1.3563,1.3762,1187.4,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2126949.63141,1111,4,10,1111-04-10,1,-0.7388,0.696,1183.9,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2127127.30018,1111,10,4,1111-10-04,3,0.6698,0.6312,1183.9,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2127304.09543,1112,3,29,1112-03-29,5,0.0376,0.0374,1180.5,15.0,0.1741,31.1,15:17,0.1827,0.1653,0.1217,30.0,15:15,0.1297,0.1133,0.1928,32.6,15:15,0.2019,0.1833,0.1723,30.5,15:17,0.1805,0.1637,0.1895,28.1,15:19,0.1964,0.1821,0.653,22.4,15:33,0.657,0.6486,0.6996,9.0,15:39,0.7005,0.6982,1.0252,7.6,15:41,1.0256,0.9966,0.1928,0.2019,0.1833
2127481.44314,1112,9,22,1112-09-22,0,-0.0469,0.0423,1180.5,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2127658.75731,1113,3,19,1113-03-19,3,0.7477,0.7633,1177.0,15.0,0.1766,-0.8,06:16,0.2379,0.0808,0.2571,-0.8,06:14,0.342,0.197,0.0533,-0.7,06:22,0.1505,0.0,0.2454,-0.8,06:12,0.332,0.1846,0.4599,-0.6,05:56,0.5137,0.4153,0.6501,1.4,05:16,0.6513,0.6493,0.7043,14.2,05:18,0.7102,0.6986,0.8325,13.0,05:02,0.8388,0.8267,0.2571,0.342,0.197
2127835.43223,1113,9,11,1113-09-11,4,-0.7658,0.6906,1177.0,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2127983.97676,1114,2,7,1114-02-07,6,-1.2231,1.194,1173.6,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2128013.42872,1114,3,8,1114-03-08,0,1.4648,1.4662,1173.6,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2128160.1051,1114,8,2,1114-08-02,0,1.2647,1.2239,1173.6,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0024,0.0,0.0,,,0.0079,0.0,0.1554,21.9,15:07,0.1665,0.144,0.0355,16.4,15:25,0.0466,0.0241,0.0,0.0,0.0
2128189.58157,1114,9,1,1114-09-01,2,-1.4528,1.3665,1173.6,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2128338.30022,1115,1,27,1115-01-27,3,-0.5577,0.5153,1170.1,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2128514.69965,1115,7,23,1115-07-23,5,0.4784,0.484,1170.1,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.8884,-0.6,02:55,0.8978,0.8501,0.3431,-0.6,03:13,0.4216,0.2875,0.0,0.0,0.0
2128692.33381,1116,1,16,1116-01-16,0,0.135,0.1211,1166.7,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2128869.41399,1116,7,11,1116-07-11,2,-0.2597,0.264,1166.7,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2129046.31844,1117,1,4,1117-01-04,4,0.812,0.7414,1163.3,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2129224.05292,1117,7,1,1117-07-01,0,-1.0381,1.0156,1163.3,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2129371.00268,1117,11,25,1117-11-25,0,-1.3506,1.3373,1163.3,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2129400.54678,1117,12,25,1117-12-25,2,1.4471,1.3922,1163.3,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2129548.89037,1118,5,22,1118-05-22,3,0.8924,0.8097,1159.9,15.0,0.6327,32.2,08:04,0.6418,0.6238,0.6618,32.6,08:08,0.6703,0.6533,0.6265,31.0,08:00,0.6359,0.6171,0.6307,32.7,08:04,0.6397,0.6215,0.6058,35.6,08:08,0.6147,0.597,0.236,45.4,07:54,0.2482,0.2241,0.0678,61.6,08:20,0.0777,0.0583,0.0,,,0.0,0.0,0.6618,0.6703,0.6533
2129725.61456,1118,11,15,1118-11-15,5,-0.6517,0.6654,1159.9,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2129902.91859,1119,5,11,1119-05-11,0,0.138,0.124,1156.5,15.0,0.0168,39.9,09:11,0.0257,0.0077,0.0,,,0.0,0.0,0.0239,39.3,09:09,0.0333,0.0147,0.0186,40.5,09:13,0.0276,0.0097,0.0427,43.0,09:17,0.0513,0.034,0.4239,57.8,09:15,0.4352,0.4124,0.5733,68.4,09:47,0.5802,0.5659,0.8515,77.9,09:41,0.8603,0.8421,0.0239,0.0333,0.0147
2130080.26353,1119,11,4,1119-11-04,2,0.0189,0.019,1156.5,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2130257.03715,1120,4,29,1120-04-29,4,-0.6205,0.5776,1153.1,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2130434.75616,1120,10,24,1120-10-24,0,0.748,0.7144,1153.1,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.3831,-0.5,04:35,0.4347,0.3402,0.1978,-0.8,04:15,0.2114,0.1727,0.0,0.0,0.0
2130582.07033,1121,3,20,1121-03-20,0,1.2839,1.2918,1149.8,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2130611.44658,1121,4,18,1121-04-18,1,-1.3275,1.3053,1149.8,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2130759.23955,1121,9,13,1121-09-13,2,-1.4601,1.3108,1149.8,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2130788.95573,1121,10,13,1121-10-13,4,1.5063,1.369,1149.8,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2130936.75092,1122,3,10,1122-03-10,5,0.5728,0.5843,1146.4,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.2112,-0.6,05:22,0.2891,0.1552,0.486,5.8,04:50,0.4868,0.4853,0.6762,4.8,04:36,0.6768,0.6761,0.0,0.0,0.0
2131113.24712,1122,9,2,1122-09-02,6,-0.7329,0.6666,1146.4,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2131291.38551,1123,2,27,1123-02-27,2,-0.1315,0.1299,1143.1,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2131467.48322,1123,8,22,1123-08-22,3,0.0393,0.0375,1143.1,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2131645.78884,1124,2,17,1124-02-17,0,-0.8891,0.8314,1139.7,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2131822.01977,1124,8,11,1124-08-11,1,0.7714,0.7749,1139.7,15.0,0.7083,48.1,11:41,0.7148,0.7021,0.7598,46.2,11:41,0.766,0.7539,0.675,48.7,11:39,0.6814,0.6688,0.7213,48.1,11:43,0.7278,0.715,0.7521,48.4,11:49,0.7593,0.7451,0.5441,57.7,12:23,0.5575,0.5307,0.7053,45.2,12:49,0.7186,0.6916,0.5013,44.2,13:07,0.5167,0.4856,0.7598,0.766,0.7539
2131970.09803,1125,1,6,1125-01-06,2,1.4108,1.2656,1136.4,15.0,0.1232,9.8,14:40,0.1301,0.116,0.1413,8.1,14:38,0.1477,0.1346,0.12,11.2,14:38,0.1269,0.1128,0.1208,9.3,14:40,0.1278,0.1137,0.0998,7.4,14:44,0.1072,0.0923,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.1413,0.1477,0.1346
2132147.42355,1125,7,2,1125-07-02,4,-1.0468,1.0564,1136.4,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2132176.71867,1125,8,1,1125-08-01,6,1.4666,1.4958,1136.4,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2132324.12862,1125,12,26,1125-12-26,6,0.703,0.6502,1136.4,15.0,0.614,3.3,15:36,0.6215,0.6067,0.5949,2.1,15:32,0.602,0.588,0.6174,4.6,15:36,0.6249,0.61,0.6166,2.7,15:36,0.624,0.6091,0.6385,0.4,15:40,0.6464,0.6308,0.767,-0.8,15:52,0.8265,0.6807,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.6174,0.6249,0.61
2132502.00872,1126,6,22,1126-06-22,2,-0.3161,0.3045,1133.1,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0552,52.1,12:49,0.0663,0.0437,0.0,0.0,0.0
2132678.44552,1126,12,15,1126-12-15,3,-0.0228,0.0223,1133.1,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2132856.31166,1127,6,11,1127-06-11,6,0.4755,0.4349,1129.8,15.0,0.4458,4.0,20:17,0.4538,0.4377,0.4208,5.3,20:15,0.4286,0.4129,0.4672,3.8,20:19,0.4754,0.4589,0.4357,3.7,20:17,0.4438,0.4277,0.4056,2.5,20:13,0.4135,0.3981,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.4672,0.4754,0.4589
2133033.01868,1127,12,5,1127-12-05,1,-0.6927,0.705,1129.8,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2133210.36512,1128,5,30,1128-05-30,3,1.2508,1.1217,1126.5,15.0,0.0,,,0.0,0.0,0.0566,-0.8,21:05,0.1015,0.0251,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0566,0.1015,0.0251
2133358.21048,1128,10,25,1128-10-25,4,1.351,1.341,1126.5,15.0,0.311,-0.8,16:52,0.3262,0.2912,0.302,-0.7,16:44,0.3273,0.2758,0.3209,-0.7,17:00,0.3239,0.3114,0.2963,-0.9,16:48,0.3151,0.2591,0.1563,-0.8,16:30,0.198,0.0907,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.3209,0.3273,0.3114
2133387.67313,1128,11,24,1128-11-24,6,-1.3527,1.3707,1126.5,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2133534.93116,1129,4,20,1129-04-20,6,-0.8005,0.7567,1123.2,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2133712.63082,1129,10,15,1129-10-15,2,0.6983,0.6561,1123.2,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2133889.41742,1130,4,9,1130-04-09,3,-0.0163,0.0163,1119.9,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2134066.75239,1130,10,4,1130-10-04,6,-0.008,0.0072,1119.9,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.4726,-0.7,04:10,0.5058,0.415,0.7372,-0.6,04:00,0.8103,0.6848,0.0,0.0,0.0
2134244.0914,1131,3,30,1131-03-30,1,0.7016,0.7162,1116.7,15.0,0.6252,33.3,14:59,0.6354,0.6159,0.6777,31.6,15:01,0.6872,0.669,0.6079,34.6,14:59,0.6185,0.5975,0.6266,32.5,15:01,0.636,0.6171,0.6062,29.9,15:05,0.6145,0.5982,0.1243,24.8,15:21,0.1297,0.1195,0.0687,10.4,15:33,0.0699,0.0681,0.0,,,0.0,0.0,0.6777,0.6872,0.669
2134420.73585,1131,9,23,1131-09-23,3,-0.7188,0.6491,1116.7,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
2134569.32042,1132,2,18,1132-02-18,4,-1.2494,1.216,1113.4,15.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
