date_julian_cal,year,weekday,type,kind,magnitude,best_site,diagnostic,why,note
0753-01-24,753,3,lunar,partial umbral,0.908,Clonmacnoise,blind,,"Moon 55.2 deg up, 1.0 of umbral phase in a dark sky"
0753-07-20,753,5,lunar,partial umbral,0.572,Clonmacnoise,blind,,"Moon 14.6 deg up, 0.88 of umbral phase in a dark sky"
0754-12-04,754,3,lunar,partial umbral,0.201,Iona,blind,,"Moon 5.6 deg up, 0.12 of umbral phase in a dark sky"
0755-05-30,755,5,lunar,partial umbral,0.971,Clonmacnoise,blind,,"Moon 6.2 deg up, 0.08 of umbral phase in a dark sky"
0755-11-23,755,0,lunar,total,1.409,Armagh,blind,,"Moon 36.3 deg up, 0.96 of umbral phase in a dark sky"
0756-05-18,756,2,lunar,total,1.438,Clonmacnoise,blind,,"Moon 12.6 deg up, 0.52 of umbral phase in a dark sky"
0756-11-11,756,4,lunar,partial umbral,0.977,Iona,blind,,"Moon 25.5 deg up, 0.72 of umbral phase in a dark sky"
0758-04-12,758,3,solar,partial,0.899,Clonmacnoise,blind,,UT 15:03 at Armagh
0758-09-21,758,4,lunar,partial umbral,0.194,Clonmacnoise,blind,,"Moon 26.6 deg up, 1.0 of umbral phase in a dark sky"
0759-03-18,759,,lunar,total,1.4626,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0760-03-06,760,,lunar,partial umbral,0.8643,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0760-08-15,760,5,solar,partial,0.724,Iona,blind,,UT 14:57 at Armagh
0760-08-31,760,0,lunar,partial umbral,0.933,Clonmacnoise,blind,,"Moon 24.5 deg up, 0.92 of umbral phase in a dark sky"
0762-01-15,762,5,lunar,partial umbral,0.402,Clonmacnoise,blind,,"Moon 57.6 deg up, 1.0 of umbral phase in a dark sky"
0762-07-10,762,6,lunar,partial umbral,0.38,Clonmacnoise,blind,,"Moon 12.1 deg up, 0.76 of umbral phase in a dark sky"
0763-01-04,763,2,lunar,total,1.608,Iona,blind,,"Moon 11.8 deg up, 0.28 of umbral phase in a dark sky"
0763-06-30,763,4,lunar,total,1.844,Clonmacnoise,blind,,"Moon 12.6 deg up, 0.88 of umbral phase in a dark sky"
0763-12-25,763,0,lunar,partial umbral,0.811,Clonmacnoise,blind,,"Moon 53.8 deg up, 1.0 of umbral phase in a dark sky"
0764-06-04,764,1,solar,deep partial,0.968,Clonmacnoise,totality-in-ireland,umbral track 3.0 km from the island,UT 10:52 at Armagh
0766-10-22,766,3,lunar,total,1.269,Armagh,blind,,"Moon 21.1 deg up, 0.52 of umbral phase in a dark sky"
0767-04-03,767,5,solar,partial,0.511,Iona,blind,,UT 13:43 at Armagh
0767-04-19,767,0,lunar,total,1.008,Clonmacnoise,blind,,"Moon 24.2 deg up, 1.0 of umbral phase in a dark sky"
0767-10-12,767,1,lunar,total,1.161,Clonmacnoise,blind,,"Moon 21.7 deg up, 0.6 of umbral phase in a dark sky"
0769-08-22,769,2,lunar,partial umbral,0.252,Clonmacnoise,blind,,"Moon 25.1 deg up, 1.0 of umbral phase in a dark sky"
0770-02-14,770,3,lunar,total,1.529,Armagh,blind,,"Moon 32.1 deg up, 0.88 of umbral phase in a dark sky"
0772-12-15,772,2,lunar,partial umbral,0.189,Clonmacnoise,blind,,"Moon 59.1 deg up, 1.0 of umbral phase in a dark sky"
0773-12-04,773,6,lunar,total,1.395,Clonmacnoise,blind,,"Moon 58.3 deg up, 1.0 of umbral phase in a dark sky"
0774-05-30,774,1,lunar,total,1.574,Clonmacnoise,blind,,"Moon 5.6 deg up, 0.08 of umbral phase in a dark sky"
0774-11-23,774,3,lunar,partial umbral,0.995,Clonmacnoise,blind,,"Moon 57.8 deg up, 1.0 of umbral phase in a dark sky"
0775-05-19,775,5,lunar,partial umbral,0.172,Clonmacnoise,blind,,"Moon 8.7 deg up, 0.56 of umbral phase in a dark sky"
0776-04-08,776,1,lunar,partial umbral,0.036,Armagh,blind,,"Moon 12.6 deg up, 1.0 of umbral phase in a dark sky"
